pairID,premise,hypothesis,explanation,selected_steps,explanation_category,note,Sentence1_Highlighted,Sentence2_Highlighted,gold_label
3414867566.jpg#4r1e,Female gymnasts warm up before a competition.,Gymnasts get ready for a competition.,Female gymnasts are playing in a competition,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"0,1",5,entailment
3414867566.jpg#4r1c,Female gymnasts warm up before a competition.,Football players practice.,Gymnasts warm up and football players practice,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"2,3,1","2,0",contradiction
3414867566.jpg#4r1c,Female gymnasts warm up before a competition.,Football players practice.,They must be either gymnasts or football players.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,1,"1,0",contradiction
3414867566.jpg#4r1c,Female gymnasts warm up before a competition.,Football players practice.,Gymnasts and football are not activities that occur simultaneously.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,1,0,contradiction
3414867566.jpg#4r1n,Female gymnasts warm up before a competition.,Gymnasts get ready for the biggest competition of their life.,The term gymnasts does not particularly refer to female gymnasts.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},0,neutral
3414867566.jpg#4r1n,Female gymnasts warm up before a competition.,Gymnasts get ready for the biggest competition of their life.,Not all completions can be considered as the biggest competition of their life.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"5,6,7,8,9",neutral
3414867566.jpg#4r1n,Female gymnasts warm up before a competition.,Gymnasts get ready for the biggest competition of their life.,"Just beacuse the women are warming up, it doesn't mean this is the biggest competition of their lives.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"5,6,8,9,7",neutral
2311616095.jpg#1r1n,Dark-haired man wearing a watch and oven mitt about to cook some meat in the kitchen.,A man is going to surprise his wife with dinner.,The man in the first sentence seems like he is cooking for himself not to surprise his wife.,"[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,{},"5,7",neutral
2311616095.jpg#1r1n,Dark-haired man wearing a watch and oven mitt about to cook some meat in the kitchen.,A man is going to surprise his wife with dinner.,A man cooks some meat in the kitchen doesn't imply that it is meant to surprise his wife and it is dinner he is making.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"5,9,7",neutral
2311616095.jpg#1r1n,Dark-haired man wearing a watch and oven mitt about to cook some meat in the kitchen.,A man is going to surprise his wife with dinner.,"Just because the man is cooking some meat for dinner, it does not mean he is going to surprise his wife with dinner.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"5,6,7",neutral
2311616095.jpg#1r1e,Dark-haired man wearing a watch and oven mitt about to cook some meat in the kitchen.,A man is cooking something to eat.,"Meat is cooked in a kitchen, and is a food that you eat.","[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,{},{},entailment
2311616095.jpg#1r1e,Dark-haired man wearing a watch and oven mitt about to cook some meat in the kitchen.,A man is cooking something to eat.,Using an oven mitt implies you're about to cook with hot utensils.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},{},entailment
2311616095.jpg#1r1e,Dark-haired man wearing a watch and oven mitt about to cook some meat in the kitchen.,A man is cooking something to eat.,"The dark-haired man is a man, and he is cooking.","[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"1,10",1,entailment
2311616095.jpg#1r1e,Dark-haired man wearing a watch and oven mitt about to cook some meat in the kitchen.,A man is cooking something to eat.,Something to eat refers to the meat that the man is cooking.,"[{'step': 'Step 1: Does the explanation rely on resolving coreference between entities?', 'type': 'Coreference Resolution'}]",Coreference Resolution,,"11,12","3,4",entailment
2311616095.jpg#1r1c,Dark-haired man wearing a watch and oven mitt about to cook some meat in the kitchen.,A man is sitting watching TV.,One cannot be idly sitting watching tv while preparing to cook a meal.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"8,9,10","3,4,5",contradiction
2311616095.jpg#1r1c,Dark-haired man wearing a watch and oven mitt about to cook some meat in the kitchen.,A man is sitting watching TV.,If the man is in the kitchen about to cook he cannot be sitting and watching tv.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,15,"3,4,5",contradiction
2311616095.jpg#1r1c,Dark-haired man wearing a watch and oven mitt about to cook some meat in the kitchen.,A man is sitting watching TV.,The man is either preparing to cook or sitting watching TV/,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,10,3,contradiction
2954291559.jpg#2r1e,A worker peers out from atop a building under construction.,A person is atop of a building.,A person referred to is worker who due to peering out from atop a building means is atop of building.,"[{'step': 'Step 1: Does the explanation rely on resolving coreference between entities?', 'type': 'Coreference Resolution'}]",Coreference Resolution,,"1,2,5,7","3,0,1,6",entailment
2954291559.jpg#2r1e,A worker peers out from atop a building under construction.,A person is atop of a building.,"To peer out from atop a building, you must be atop of a building.","[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,"4,5","3,5,6",entailment
2954291559.jpg#2r1e,A worker peers out from atop a building under construction.,A person is atop of a building.,The person is a worker who is on top of a construction building.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"9,1","6,1",entailment
2954291559.jpg#2r1c,A worker peers out from atop a building under construction.,The unemployed person is near a building.,If the person is a worker then they cannot simultaneously be unemployed,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,1,1,contradiction
2954291559.jpg#2r1c,A worker peers out from atop a building under construction.,The unemployed person is near a building.,A worker would not be an unemployed person.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,1,"1,2",contradiction
2954291559.jpg#2r1c,A worker peers out from atop a building under construction.,The unemployed person is near a building.,If you are a worker then you are not unemployed.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,1,1,contradiction
2954291559.jpg#2r1n,A worker peers out from atop a building under construction.,A man is atop of a building.,The man may or may not be a worker.,"[{'step': 'Step 5: Does the explanation point out information not mentioned in the premise?', 'type': 'Absence of Mention'}]",Absence of Mention,,{},1,neutral
2954291559.jpg#2r1n,A worker peers out from atop a building under construction.,A man is atop of a building.,It is not necessary that the worker atop a building is a man.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},1,neutral
2954291559.jpg#2r1n,A worker peers out from atop a building under construction.,A man is atop of a building.,"Just because a worker is peering from a top a building, it does not mean that worker is a man.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},1,neutral
4704668708.jpg#0r1e,"A young child joyfully pulls colorful tissue paper from a decorated box, looking for his present.",a child pulls colorful tissue paper from a fancy box,Fancy box implies decorated box.,"[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,"10,11","8,9",entailment
4704668708.jpg#0r1e,"A young child joyfully pulls colorful tissue paper from a decorated box, looking for his present.",a child pulls colorful tissue paper from a fancy box,A child that is young joyfully pulls colorful tissue paper out of a decorated box.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"1,3,10","2,3,5,9",entailment
4704668708.jpg#0r1e,"A young child joyfully pulls colorful tissue paper from a decorated box, looking for his present.",a child pulls colorful tissue paper from a fancy box,decorated box  is inferred as  fancy box,"[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,"10,11","8,9",entailment
4704668708.jpg#0r1c,"A young child joyfully pulls colorful tissue paper from a decorated box, looking for his present.","a child fights a bag, the bag is winning",Joyfully looking is not how one fights.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"3,12",2,contradiction
4704668708.jpg#0r1c,"A young child joyfully pulls colorful tissue paper from a decorated box, looking for his present.","a child fights a bag, the bag is winning",The child is looking for his present either on a bag or a box.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"10,11",4,contradiction
4704668708.jpg#0r1c,"A young child joyfully pulls colorful tissue paper from a decorated box, looking for his present.","a child fights a bag, the bag is winning",A child usually doesn__ fight joyfully with a bag.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"3,2","2,1",contradiction
4704668708.jpg#0r1n,"A young child joyfully pulls colorful tissue paper from a decorated box, looking for his present.",a child opens a present on his birthday,Not all presents are birthday presents.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,{},7,neutral
4704668708.jpg#0r1n,"A young child joyfully pulls colorful tissue paper from a decorated box, looking for his present.",a child opens a present on his birthday,Just because a child is looking for his present doesn't mean that it was his birthday.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},7,neutral
4704668708.jpg#0r1n,"A young child joyfully pulls colorful tissue paper from a decorated box, looking for his present.",a child opens a present on his birthday,"Just because a child opens a present , it does not mean it is his birthday.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},7,neutral
2249141510.jpg#2r1n,A young boy in red leaping into sand at a playground.,A young boy jumps onto his friends sand castle at a playground.,A young boy leaping into sand does not necessarily mean he jumps onto his friends sand castle.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"4,5,6,7,8",neutral
2249141510.jpg#2r1n,A young boy in red leaping into sand at a playground.,A young boy jumps onto his friends sand castle at a playground.,Leaping into sands doesn't imply that leaping into friends sand castle.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"6,8,7",neutral
2249141510.jpg#2r1n,A young boy in red leaping into sand at a playground.,A young boy jumps onto his friends sand castle at a playground.,"Just because the boy leaps into sand , it does not mean he jumped onto his friends sandcastle.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"6,7,8",neutral
2249141510.jpg#2r1e,A young boy in red leaping into sand at a playground.,A child is playing in the sand.,A boy is a child which means he is playing in the sand.,"[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,"1,2,5,6,7","3,4,5,6",entailment
2249141510.jpg#2r1e,A young boy in red leaping into sand at a playground.,A child is playing in the sand.,A child is playing in the sand because he is leaping into the sand.,"[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,"5,6,7","3,4,5,6",entailment
2249141510.jpg#2r1e,A young boy in red leaping into sand at a playground.,A child is playing in the sand.,A yung boy playing sand,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"1,2,10","1,6",entailment
2249141510.jpg#2r1c,A young boy in red leaping into sand at a playground.,A child does a cannonball into a pool.,The boy can't be leaping into sand and into a pool at the same time.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"5,6,7","6,5,7",contradiction
2249141510.jpg#2r1c,A young boy in red leaping into sand at a playground.,A child does a cannonball into a pool.,He either leaping into sand or he does a cannonball into a pool.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"5,6,7","4,5,6,7",contradiction
2249141510.jpg#2r1c,A young boy in red leaping into sand at a playground.,A child does a cannonball into a pool.,"He can__ be leaping into sand if he does a cannonball into a pool because the pool has water in it, not sand.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"5,6,7","5,7,6",contradiction
3549277110.jpg#3r1n,two boys reading superhero books,Two boys reading a book about spiderman.,"The boys could be reading about any superhero, such as Batman or Captain America, and might not be reading about spiderman at all.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},6,neutral
3549277110.jpg#3r1n,two boys reading superhero books,Two boys reading a book about spiderman.,Boys reading superhero books doesn't imply that the books are about spiderman.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"6,5",neutral
3549277110.jpg#3r1n,two boys reading superhero books,Two boys reading a book about spiderman.,"Just because the boys are reading about superheros , it does not mean they are reading about spiderman.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},6,neutral
3549277110.jpg#3r1c,two boys reading superhero books,Two boys watching a superhero show.,Either they are watching or reading the superhero book or show.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"2,4","2,5",contradiction
3549277110.jpg#3r1c,two boys reading superhero books,Two boys watching a superhero show.,Reading books and watching a show are different activities.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"2,4","2,5",contradiction
3549277110.jpg#3r1c,two boys reading superhero books,Two boys watching a superhero show.,boys can't be watching show if they are reading books,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"2,4","2,5",contradiction
3549277110.jpg#3r1e,two boys reading superhero books,Two boys reading a piece of literature.,Superhero books are a piece of literature.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"3,4","4,5,6",entailment
3549277110.jpg#3r1e,two boys reading superhero books,Two boys reading a piece of literature.,Superhero books are loosely considered literature.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"3,4","4,6",entailment
3549277110.jpg#3r1e,two boys reading superhero books,Two boys reading a piece of literature.,Superhero books are a form of literature.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"3,4",6,entailment
5226870137.jpg#0r1c,A man in a suit driving a horse-drawn buggy down a stone street.,The man is driving a limosine.,The man is either driving a horse-drawn buggy or a limousine.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"7,8",5,contradiction
5226870137.jpg#0r1c,A man in a suit driving a horse-drawn buggy down a stone street.,The man is driving a limosine.,A horse-drawn buggy is not a limosine.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"7,8",5,contradiction
5226870137.jpg#0r1c,A man in a suit driving a horse-drawn buggy down a stone street.,The man is driving a limosine.,"A limousine is powered by an engine and his a type of care, whereas a horse drawn buggy is powered by a horse.","[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"7,8",5,contradiction
5226870137.jpg#0r1e,A man in a suit driving a horse-drawn buggy down a stone street.,The man is driving a buggy.,Both man are driving a form of buggy.,"[{'step': 'Step 1: Does the explanation rely on resolving coreference between entities?', 'type': 'Coreference Resolution'}]",Coreference Resolution,,"5,6,8","3,4,5",entailment
5226870137.jpg#0r1e,A man in a suit driving a horse-drawn buggy down a stone street.,The man is driving a buggy.,horse-drawn buggy is inferred as buggy.,"[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,"8,7",5,entailment
5226870137.jpg#0r1e,A man in a suit driving a horse-drawn buggy down a stone street.,The man is driving a buggy.,A buggy is a type of vehicle driven on a stone street.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"11,12",5,entailment
5226870137.jpg#0r1n,A man in a suit driving a horse-drawn buggy down a stone street.,The man is an amish man.,A man driving a horse-drawn buggy does not make him an amish man.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},4,neutral
5226870137.jpg#0r1n,A man in a suit driving a horse-drawn buggy down a stone street.,The man is an amish man.,Not all men are amish men,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,{},4,neutral
5226870137.jpg#0r1n,A man in a suit driving a horse-drawn buggy down a stone street.,The man is an amish man.,"Just because the man driving the horse drawn buggy is wearing a suit, it does not mean he is Amish.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"4,5",neutral
74706256.jpg#0r1e,A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.,A little male has clothes on with a pair of scissors in his hands.,boy implies male; orange sweatshirt is clothes.,"[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,{},{},entailment
74706256.jpg#0r1e,A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.,A little male has clothes on with a pair of scissors in his hands.,You cut with scissors in your hand,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,{},{},entailment
74706256.jpg#0r1e,A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.,A little male has clothes on with a pair of scissors in his hands.,A boy is trying to cut the clothes with the help of scissors,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"3,0,13,15",4,entailment
74706256.jpg#0r1e,A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.,A little male has clothes on with a pair of scissors in his hands.,A scissors is typically used to cut something. So having it in his hands is implying that he is using it to cut something.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,15,10,entailment
74706256.jpg#0r1n,A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.,A blond little boy is cutting out little stars for his little sister.,Just becase a blond little boy is cutting something does not mean he is cutting out little stars.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"6,7,8,5",neutral
74706256.jpg#0r1n,A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.,A blond little boy is cutting out little stars for his little sister.,A boy is using scissors to cut something doesn't imply that he is cutting out little stars and they are meant for his little sister.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"7,8,11,12",neutral
74706256.jpg#0r1n,A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.,A blond little boy is cutting out little stars for his little sister.,Just because the little boy is wearing an orange sweatshirt with red sleeves and using scissors does not mean he is cutting out little stars or has a little sister.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"5,6,7,8,12,11",neutral
74706256.jpg#0r1c,A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.,A blond little boy is sleeping.,The action using scissors to cut something is different from the action of sleeping.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"13,12",5,contradiction
74706256.jpg#0r1c,A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.,A blond little boy is sleeping.,A boy cannot be using scissors while sleeping.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"12,13",5,contradiction
74706256.jpg#0r1c,A blond little boy in an orange sweatshirt with red sleeves is using scissors to cut something.,A blond little boy is sleeping.,using doesn't mean sleeping,"[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,12,5,contradiction
2149434880.jpg#0r1c,"A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.",The man is dressed in summer clothing.,Someone dressed in summer clothing cannot possibly be dressed in winter clothing.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"7,8","5,6",contradiction
2149434880.jpg#0r1c,"A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.",The man is dressed in summer clothing.,either a eople would be in winter clothing or summer clothing,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"7,8","5,6",contradiction
2149434880.jpg#0r1c,"A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.",The man is dressed in summer clothing.,Winter clothing is warmer and heavier than summer clothing,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"7,8","5,6",contradiction
2149434880.jpg#0r1n,"A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.",The female awaiting the man leaping is his sister.,"A person can be male or female so a person who leaps might not be a man, and a female who awaits might not be his sister.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"8,4,7",neutral
2149434880.jpg#0r1n,"A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.",The female awaiting the man leaping is his sister.,A person and a female don't imply that they are a man and his sister..,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"8,4",neutral
2149434880.jpg#0r1n,"A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.",The female awaiting the man leaping is his sister.,"Just because the female is awaiting the person on the other side of the narrow, water-filled ditch, does not mean she is his sister.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"6,7,8",neutral
2149434880.jpg#0r1e,"A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.",The man in white and black is leaping.,Person dressed in white and black is a man in white and black.,"[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,"1,2,3,4,5,6","1,2,3,4,5",entailment
2149434880.jpg#0r1e,"A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.",The man in white and black is leaping.,An individual is in white and black,"[{'step': 'Step 1: Does the explanation rely on resolving coreference between entities?', 'type': 'Coreference Resolution'}]",Coreference Resolution,,"4,6","5,3",entailment
2149434880.jpg#0r1e,"A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.",The man in white and black is leaping.,The man is leaping in a field.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,17,7,entailment
3446484702.jpg#0r1n,Elderly woman in blue apron balances a basket on her head on a sidewalk while talking to a woman dressed in black.,The woman balancing a basket on her head is heading to her neighbors house.,"She is standing and talking to a woman, so she can't also be heading to her neighbors house.","[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,{},"9,10,11,12,13",neutral
3446484702.jpg#0r1n,Elderly woman in blue apron balances a basket on her head on a sidewalk while talking to a woman dressed in black.,The woman balancing a basket on her head is heading to her neighbors house.,A woman on sidewalk doesn't imply that she is heading to her neighbors house.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"9,12,10,13",neutral
3446484702.jpg#0r1n,Elderly woman in blue apron balances a basket on her head on a sidewalk while talking to a woman dressed in black.,The woman balancing a basket on her head is heading to her neighbors house.,"Just because the woman balancing the basket on her head was on a sidewalk , it does not mean she was headed to her neighbors house.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"9,10,11,12,13",neutral
3446484702.jpg#0r1e,Elderly woman in blue apron balances a basket on her head on a sidewalk while talking to a woman dressed in black.,Elderly woman is balancing something on her head while having a conversation.,A basket is something.,"[{'step': 'Step 1: Does the explanation rely on resolving coreference between entities?', 'type': 'Coreference Resolution'}]",Coreference Resolution,,{},{},entailment
